,Model_Boy,Model_Göğüs,Model_Bel,Model_Kalça,Model_Beden,Model_Kilo,Type,URL,Kumaş Tipi,Desen,Kalıp,Persona,Kol Tipi,Yaka Tipi,Renk,Kol Boyu,Boy,Siluet,Ortam,Paket İçeriği,Materyal Bileşeni,,Materyal,Koleksiyon,Stil,Boy / Ölçü,Yaş,Kapama Şekli,Cep,Ürün Detayı,Ürün Tipi,Kalınlık,Ek Özellik,Sürdürülebilirlik Detayı,Sezon,Astar Durumu,Dokuma Tipi,Baskı/Nakış Tekniği,Kemer/Kuşak Durumu,Teknik,İçerik,Cep Tipi,Model,Alt-Üst Takım,Paça Tipi,Parça Sayısı,Bel
0,kalem,,,,,,Dress,https://www.trendyol.com/ramior/siyah-midi-kalem-elbise-yirtmacli-rmr90090-p-789218510,Örme,Düz,Dar,Cool & Comfort,Kolsuz,Halter Yaka,Siyah,Kolsuz,Standart,Slim,Casual/Günlük,Tekli,"95% Pamuk, 5% likralıdır",type 1,Pamuklu,Basic,Sokak Stili,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,Düz,Orta,Yırtmaçlı,Evet,,Astarsız,Comfort,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/upars/v-yaka-elbise-p-698442559,Örme,Düz,Regular,Cool & Comfort,Kısa Kol,V Yaka,Siyah,Kısa,Midi,A-line,Günlük,Tekli,,Type 1,Penye,Basic,Trend,Regular,21 - 40 Yaş,Kapamasız,Cepsiz,Biyeli,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Süprem,Baskısız,Kemersiz,,,Sahte,,,,,
0,,,,,,,Dress,https://www.trendyol.com/viyamo/kadin-kisa-kollu-kruvaze-yaka-dijital-baskili-fiyonk-detay-kahve-siyah-elbise-p-817338276,Örme,Desenli,Bele Oturan,Fashion Forward,Uzun Kol,Kruvaze,Kahverengi,Uzun,Midi,Regular,Business,Tekli,,T1,Pamuklu,Design,Trend,Regular,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Bağlama Detay,Baskılı,Orta,İç Göstermeyen,Evet,NOS,Astarsız,Jakar,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/sd-luxury/etegi-sulu-desenli-kruvaze-yaka-elbise-p-814761496,Dokuma,,Regular,,,,Pembe,,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,S,56,Dress,https://www.trendyol.com/aski-nisantasi/ekru-yarim-kol-vatkali-elbise-p-804414697,Dokuma,Düz,Slim,Cool & Comfort,Standart Kol,Bisiklet Yaka,Ekru,Kısa,Standart,Basic,Casual/Günlük,Tekli,,Type1,,Basic,Günlük,,,,Cepsiz,,Düz,,,,AW,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-cagla-yesili-kusakli-gomlek-elbise-dd01256-p-811398429,Dokuma,Düz,Regular,,Standart Kol,Gömlek Yaka,Yeşil,,Midi,A-line,,Tekli,"70% Pamuk, 30% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,Astarsız,,,,,,,,,,,
0,135cmGeri,,,,,,Dress,https://www.trendyol.com/karatas-giyim/kadin-yarim-balikci-yaka-kalem-model-kaskorse-kumas-elbise-tesettur-uygundur-kemer-dahi-l-boy-135cm-p-645148548,Triko,,Kalem,,Uzun Kol,Yarım Balıkçı Yaka,Siyah,Uzun,Uzun,,Günlük,Tekli,,Type 1,Pamuk-Polyester-Elastan,,Trend,Uzun,,,Cepsiz,,Düz,Kalın,,Evet,,Astarsız,Kaşkorse,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/cool-sexy/kadin-midi-gomlek-elbise-haki-q984-p-802219176,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Haki,,Midi,A-line,,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,,,,,,,,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/kirmizi-bel-dekolteli-ithal-krep-kumas-tek-kol-abiye-elbise-p-739853561,Dokuma,,Regular,Sexy,Tek Kol,Kayık Yaka,Kırmızı,Tek Kol,Midi,Balık,Stylish/Night,Tekli,0% 100 Polyester,Type 1,Krep,,,Maxi,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,Düz,,İç Göstermeyen,Hayır,,,Krep,Baskısız,Kemersiz,Yok,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-lacivert-desenli-beli-omzu-lastikli-kruvaze-yaka-midi-boy-etegi-astarli-elbise-arm-24y001052-p-824344122,Dokuma,,Regular,,,,Lacivert,,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/madmext/lacivert-basic-yarim-balikci-uzun-elbise-mg1856-p-743506317,Dokuma,Düz,Regular,Young,Standart Kol,Bisiklet Yaka,Lacivert,Uzun,Uzun,A-line,Casual/Günlük,Tekli,"90% Pamuk, 10% Polyester",Type 1,Viskoz Karışımlı,Basic,Günlük,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,,Ek Özellik Mevcut Değil,,,,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bejna/kadin-siyah-bisiklet-yaka-esnek-uzun-elbise-p-815582285,Örme,Düz,Regular,,Standart Kol,Bisiklet Yaka,Siyah,Askılı,Midi,Basic,Casual/Günlük,Tekli,"90% Polyester, 10% Elastan",Type 1,Polyester Karışımlı,Basic,Günlük,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,,Ek Özellik Mevcut Değil,Evet,,Astarsız,Sandy,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/asar-moda-tekstil/kadin-siyah-sirt-dekolte-yirtmacli-gcelik-elbise-p-763206844,Örme,Düz,Kalem,Sexy,Askılı,V Yaka,Siyah,Kolsuz,Midi,Kalem,Günlük,Tekli,100% polyister,T1,Polyester,Basic,Günlük,Midi,Tüm Yaş Grupları,Bağcıklı,Cepsiz,Yırtmaçlı,Düz,İnce,Cut Out,Hayır,,Astarsız,Poliviskon,Baskısız,Kemersiz,,Polyester,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/munora-butik/ince-askili-drapeli-beyaz-elbise-p-265363382,Dokuma,Düz,Regular,Sexy,Standart Kol,Bisiklet Yaka,Beyaz,Askılı,Mini,Bodycone,Casual/Günlük,Tekli,"97% Polyester, 3% Elastan",Type 1,Pamuk Polyester,Design,Gece,,,,Cepsiz,,Düz,İnce,Yırtmaçlı,,,,Kaşkorse,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/magaza/eyyo-m-267837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/eyyo/beyaz-zincir-detay-straplez-elbise-ate-0980-p-819495983?merchantId=267837,Dokuma,,Regular,,,,Beyaz,,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/eyyo/beyaz-cassini-elbise-ate-0943-p-819206956?merchantId=267837,Dokuma,,Regular,,,,Beyaz,,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/eyyo/pamella-sirt-dekolte-uzun-elbise-ate-0995-p-819206938?merchantId=267837,Dokuma,,Regular,,,,Siyah,Uzun,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/sozan/kadin-kirmizi-ip-askili-sendy-mini-elbise-yk00021-p-249015003,Örme,Düz,Dar,Fashion Forward,Standart Kol,Kare Yaka,Kırmızı,Askılı,Mini,Bodycone,Party,Tekli,"95% Pamuk, 5% Elastan",Type 1,Pamuklu,,Sokak Stili,Mini,Tüm Yaş Grupları,,Cepsiz,,,İnce,,,,,Fitilli,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/love-my-body/beli-lastikli-midi-boy-elbise-p-383075507,,,,,,,Kahverengi,,Midi,,,,,,,,,,,,,,,,Beli lastikli,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-siyah-buyuk-cicekli-beli-kemerli-kisa-kol-gomlek-elbise-arm-22y001007-p-251086133,Dokuma,Çiçekli,Regular,,Standart Kol,Dik Yaka,Siyah,Kısa,Midi,Gömlek Elbise,Casual/Günlük,Tekli,"60% Viskoz, 40% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon Karışımlı,Christmas,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-hardal-kareli-cicek-desenli-askili-beli-lastikli-elbise-arm-21k001202-p-114258374,Dokuma,Etnik,Regular,Cool & Comfort,Standart Kol,Kare Yaka,Sarı,Askılı,Midi,Eteği Fırfırlı,Casual/Günlük,,"60% Viskoz, 40% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon Karışımlı,Prom/Bridesmaid,Trend,Midi,,,,,,,Beli lastikli,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-siyah-beyaz-buyuk-cicekli-beli-kemerli-kisa-kol-gomlek-elbise-arm-22y001007-p-822357025,Dokuma,Çiçekli,Regular,,Standart Kol,Dik Yaka,Siyah,Kısa,Midi,Gömlek Elbise,Casual/Günlük,Tekli,"60% Viskoz, 40% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon Karışımlı,Christmas,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/asar-moda-tekstil/kadin-elbise-kaskorse-diz-alti-kadin-elbise-p-751715358,Örme,Düz,Kalem,Sexy,Kolsuz,Bisiklet Yaka,Siyah,Kolsuz,Midi,Slim,Gündüz / Gece,Tekli,,,Pamuk Polyester,Unisex,Günlük,Midi,Tüm Yaş Grupları,,Cepsiz,Biyeli,,Orta,İç Göstermeyen,Hayır,,Astarsız,Kaşkorse,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/afis-butik/siyah-karpuz-kollu-sirt-dekolteli-elbise-p-685462166,Dokuma,Düz,Slim Fit,Fashion Forward,Kısa Kol,Kare Yaka,Siyah,Kısa,Mini,A-line,Casual/Günlük,Tekli,,Type1,,Basic,,Mini,,Bağcıklı,Cepsiz,Bağlama Detay,Düz,Orta,,,,Astarsız,Buzzy,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mango/100-pamuklu-drape-elbise-p-814397491,Örme,,Regular,,,,Bej,Uzun,Standart,,,,100% pamuklu,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/dafri/siyah-mini-ic-gosteren-tul-detayli-fantezi-elbise-gecelik-p-776338331,Dokuma,Düz,Slim,Sexy,Askılı,Kare Yaka,Siyah,Kolsuz,Mini,Bodycone,Şık / gece,Tekli,,T1,Poliüretan,Party,Gece,Mini,,Kapamasız,Cepsiz,,Düz,Orta,,Evet,,Astarsız,Tül,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/youlikebutik/sal-desen-tek-omuz-kusakli-elbise-p-740941564,,Desenli,,,Tek Kol,,Haki,,Mini,,,,,,Polyester Karışımlı,,Günlük,Mini,,Kuşaklı,,,,,,,,Astarsız,,,Kuşaklı,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/kostebek/gothic-kollari-tul-detay-mini-siyah-elbise-p-758377192,Dokuma,Düz,A-Form Fit,Feminine,Düşük Kol,Carmen Yaka,Siyah,Uzun,Mini,Basic,Şık / gece,Tekli,,T1,Penye,,Trend,Mini,,,,,Düz,İnce,Ek Özellik Mevcut Değil,,,Astarsız,Tül,,,,Polyester,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/jimmy-key/siyah-sifir-yaka-piliseli-desenli-mesh-elbise-p-790355662,Dokuma,Düz,Regular,Cool & Comfort,Standart Kol,Bisiklet Yaka,Siyah,Uzun,Midi,A-line,Casual/Günlük,Tekli,"95% Polyester, 5% Elastan",Type 1,Polyester,Basic,Günlük,Mini,Tüm Yaş Grupları,,Cepsiz,,Düz,Orta,Ek Özellik Mevcut Değil,,,Astarlı,,Baskısız,Kemersiz,,,,,,,,
0,1.67,83cm,62,92,,,Dress,https://www.trendyol.com/new-laviva/kadin-antrasit-kapusonlu-kanguru-cep-detayli-beli-lastikli-salas-uzun-elbise-p-785940593,Dokuma,,Regular,Feminine,,Kapüşonlu,Gri,Uzun,Standart,Regular,Casual/Günlük,Tekli,"60% Viskon, 40% Polyester",,,Design,Trend,,Tüm Yaş Grupları,,,Aksesuar Detay,Düz,,İç Göstermeyen,,NOS,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/woman-vision/siyah-atlas-kumas-yuvarlak-yaka-prenses-kol-tasarim-midi-abiye-elbise-220-p-808158773,Dokuma,Düz,Kloş,Fashion Forward,Balon Kol,Sıfır Yaka,Siyah,Kısa,Midi,Kloş,Şık / gece,Tekli,,,Poliamid Karışımlı,Design,Gece,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Fermuar,Düz,Orta,İç Göstermeyen,Hayır,NOS,Astarsız,Vual,Baskısız,Kemersiz,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-oranj-carmen-yaka-yirtmacli-yazlik-orme-elbise-ff00113-p-690584088,Örme,Çiçekli,Regular,,Büzgülü/Fırfırlı Kol,Carmen Yaka,Turuncu,Kısa,Midi,Shift,Casual/Günlük,Tekli,"95% Pamuk, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,Yırtmaçlı,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/modagen/kadin-v-yaka-rahat-kalip-yazlik-elbise-p-820586976,Dokuma,Düz,Slim Fit,,Kolsuz,,Kahverengi,Kolsuz,Standart,,Düğün/Nikah,,,,,,Trend,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2213-kisa-kol-viskon-elbise-bej-p-811687814,Dokuma,,Relaxed,,Kısa Kol,,Bej,,Mini,,,,100% Viskon,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/fabrika/elbise-42-siyah-cok-renkli-p-652438426,,Renkli,,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/magaza/mirindas-boutige-m-941209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mirindas-boutige/kadin-kare-yaka-triko-bluz-p-817670280?merchantId=941209,Triko,Düz,Slim,,Kalın Askılı,Kare Yaka,Pembe,Askılı,Standart,,,,,,,,Günlük,,Tüm Yaş Grupları,,,,Düz,Orta,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mirindas-boutige/genis-paca-pantolon-gomlek-gofre-takim-p-817668048?merchantId=941209,Dokuma,Düz,Oversize,,,Gömlek Yaka,Turuncu,,Extra Uzun,,,,,,,,Trend,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,Gömlek-Pantolon,Geniş Paça,2 Parça,
0,,,,,,,Dress,https://www.trendyol.com/mirindas-boutige/kadin-siyah-tasli-bluz-p-817386725?merchantId=941209,Sandy,,Slim,,Askılı,Kare Yaka,Siyah,,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mirindas-boutige/kadin-siyah-orme-elbise-p-817494833?merchantId=941209,Triko,Düz,Slim Fit,,Kalın Askılı,U Yaka,Siyah,,Mini,,,,,,Pamuk Polyester,,,Mini,21 - 40 Yaş,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/suzi-butik/kadin-v-yaka-tas-rengi-kemerli-keten-elbise-p-130948729,,Düz,,,Kısa Kol,V Yaka,Bej,Kısa,,,,,,,Pamuklu,,,Midi,,,,Kemerli,,Orta,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ekim-store/drapeli-korse-detay-mini-elbise-p-811192214,Dokuma,Düz,Bele Oturan,Fashion Forward,Askılı,Kalp Yaka,Siyah,Askılı,Mini,Anvelop,Gündüz / Gece,Tekli,,,Polyester Karışımlı,Basic,Trend,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Büzgü / Drape,Düz,Orta,İç Göstermeyen,Recycle+Organik,SS,Astarlı,Sandy,Baskısız,Kemersiz,,Polyester,,,,,,
0,1.80,80,60,,S,,Dress,https://www.trendyol.com/lela/desenli-yirtmacli-gomlek-yaka-maxi-elbise-elbise-611el502-p-814913991,Örme,Desenli,Regular,Fashion Forward,Kısa Kol,Gömlek Yaka,Siyah,Kısa,Uzun,,Günlük,Tekli,100% Materyal bilgisi için iç etiketi kontrol ediniz.,Machine Wash 30°,Viskon,Basic,Günlük,Maxi,Tüm Yaş Grupları,Düğmeli,Cepsiz,,Düz,Orta,Yırtmaçlı,,,Astarsız,,,Kemerli,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/butik-simarik/gipeli-askili-kat-elbise-dokuma-viskon-kumas-p-314376800,Örme,,Regular,,Askılı,Kare Yaka,Siyah,Askılı,Uzun,,,Tekli,"50% Polyester, 50% Pamuk",Type 1,Dokuma,,Trend,Uzun,Tüm Yaş Grupları,,,,,Orta,Beli lastikli,,,Astarsız,Aerobin,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mekafashion/garcia-yarim-bogazli-drape-detayli-kolsuz-elbise-45782-beyaz-p-818075425,Dokuma,,Kalem,,,,Beyaz,,Midi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kemersiz,,,,,,Dress,https://www.trendyol.com/modabetce/citir-kirmizi-yeni-sezon-kuruvaze-yaka-cicek-desenli-midi-boy-kemersiz-kadin-elbise-p-275328378,Dokuma,,Kruvaze,,,,Kırmızı,,Midi,,,,,,Pamuklu,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/1677-boydan-dugmeli-bel-kusak-kot-elbise-lacivert-p-6591070,Dokuma,Düz,Regular,Cool & Comfort,Standart Kol,Gömlek Yaka,Lacivert,Kısa,Midi,A-line,Casual/Günlük,Tekli,100% Pamuk,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Tesettür Giyim,,,Tüm Yaş Grupları,Düğmeli,,,,,Ek Özellik Mevcut Değil,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/dilvin/90758-straplez-elbise-aqua-p-811145423,Dokuma,Düz,Regular,,Standart Kol,Straplez,Turkuaz,Askılı,Midi,Anvelop,Casual/Günlük,Tekli,"66% Pamuk, 29% Poliamid, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,Yırtmaçlı,,,,Poliamid,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/fabrika/siyah-beyaz-kadin-askili-maksi-genis-fit-cicekli-kare-yaka-elbise-arissa-6-p-720266542,,Çiçekli,,,Askılı,Kare Yaka,Siyah,Askılı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-lacivert-cizgili-beli-bagcikli-elbise-elb-19000475-p-6560915,Dokuma,Çizgili,Regular,Cool & Comfort,Standart Kol,Kayık Yaka,Lacivert,Kısa,Mini,T-shirt Elbise,Casual/Günlük,,"95% Viskon, 5% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon Karışımlı,Basic,Günlük,Mini,Tüm Yaş Grupları,Bağcıklı,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/siyah-krep-kumas-onu-dugum-detay-maxi-boy-uzun-kollu-cift-yirtmacli-elbise-p-786035844,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Siyah,Uzun,Midi,A-line,Şık / gece,Tekli,0% 100 Polyester,Type 1,Polyester,,,Maxi,,,,,,,Yırtmaçlı,,,,Krep,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-fusya-boyundan-baglamali-beli-kusakli-etegi-firfirli-elbise-arm-23y001112-p-750099308,Dokuma,Çiçekli,Regular,,Standart Kol,Bisiklet Yaka,Pembe,Askılı,Mini,A-line,Casual/Günlük,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-siyah-dugmeli-kusakli-pens-detayli-v-yaka-elbise-arm-23y001026-p-666732040,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Siyah,Kısa,Mini,A-line,Casual/Günlük,Tekli,"50% Polyester, 50% Pamuk",Type 1,,,,,,Düğmeli,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/alfudo-moda-collection/prenses-model-askili-elbise-p-381919012,Dokuma,Düz,,,Askılı,,Kırmızı,Askılı,Mini,,,,,,Krep,,Gece,Mini,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/siyah-ithal-krep-kumas-kalin-askili-dugme-detayli-elbise-p-339158143,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Siyah,Askılı,Midi,A-line,,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Krep,,,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,Düğme,Düz,Kalın,İç Göstermeyen,Hayır,,,Krep,Baskısız,Kemersiz,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-kahverengi-askili-yazlik-uzun-orme-elbise-dz00078-p-670196228,Örme,Düz,Regular,,Standart Kol,Kare Yaka,Kahverengi,Askılı,Midi,A-line,Casual/Günlük,Tekli,"50% Polyester, 50% Pamuk",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,Basic,Günlük,Uzun,Tüm Yaş Grupları,,,,Düz,Orta,Yıkamalı,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/fabrika/v-yaka-desenli-turuncu-beyaz-midi-kadin-elbise-odes-p-653908921,,Desenli,,,,V Yaka,Turuncu,,Midi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/addax/straplez-uzun-simli-elbise-e15227-n12-p-767944845,Örme,Düz,Slim Fit,,Straplez,Straplez,Siyah,Kolsuz,Uzun,,Casual/Günlük,,"95% Polyester, 5% Elastan",,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/magaza/wooi-m-952737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/wooi/wide-leg-jean-buz-mavi-p-823750201?merchantId=952737,Denim,Düz,Wide Leg,,,,Mavi,,Standart,,Casual/Günlük,Tekli,,%100 PAMUK,Denim,Basic,Trend,,,,5 Cep,,,,,,,,,,Kemersiz,,,,Yüksek Bel,,Bol Paça,,Yüksek Bel
0,,,,,,,Dress,https://www.trendyol.com/wooi/fitted-kesim-denim-elbise-p-823786187?merchantId=952737,Denim,Düz,Comfort,Cool & Comfort,Kolsuz,,Mavi,,Midi,,Casual/Günlük,Tekli,,,Denim,,Günlük,Midi,,,Cepsiz,Denim Kumaş,Düz,Orta,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/wooi/puskullu-triko-elbise-p-823774558?merchantId=952737,Örme,,Comfort,Cool & Comfort,Kolsuz,,Ekru,,Standart,,Beachwear,Tekli,,%50 PAMUK %50 AKRİLİK,,Basic,,Uzun,Tüm Yaş Grupları,,Cepsiz,,,Orta,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/wooi/bisiklet-yaka-transparan-bluz-p-823787130?merchantId=952737,Dokuma,,Comfort,Cool & Comfort,Uzun Kol,Bisiklet Yaka,Siyah,Uzun,Standart,Relaxed,,Tekli,,"%73 pamuk, %25 polimid, %2 elastan",,Basic,Günlük,Regular,Tüm Yaş Grupları,,,,Düz,İnce,,,,Astarsız,Fitilli,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2427-yirtmacli-cicekli-viskon-elbise-saks-p-799684303,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Lacivert,,Midi,A-line,,Tekli,100% ViskonÜrün,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,Yırtmaçlı,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/midi-elbise-kisa-kollu-beli-baglama-detayli-bisiklet-yaka-p-809072583,Dokuma,,Relaxed,,Reglan Kol,Bisiklet Yaka,Kahverengi,Kısa,Midi,,Sportswear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
